host_id,host_name,host_since_year,host_since_anniversary,Customer Since,Age in years,id,neighbourhood_cleansed,city,city_translated,state,state_translated,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type, price ,guests_included,extra_people,minimum_nights,customers @ 50% review rate," Daily Rev per 2 guests, unless limited to 1 ", Min Nights , Total Rev ,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
140224,Pippa,2010,6/7,6/7/10,7.10,1362929,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.3804423,4.896870326,Apartment,Entire home/apt,4,1.5,2,2,Real Bed, $200 ,4,35,2,18, $200 , $400 ," $7,200 ",within a few hours,0.61,9,88,9,8,9,9,8,8
148238,Jeana,2010,6/20,6/20/10,7.07,34357,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013 WJ,Netherlands,52.39309367,4.872934521,Apartment,Entire home/apt,4,1.5,3,2,Real Bed, $129 ,2,10,4,14, $129 , $516 ," $7,224 ",within a few hours,0.9,7,100,10,10,10,10,9,10
148390,Julie,2010,6/20,6/20/10,7.07,1395250,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37732083,4.883227809,Apartment,Entire home/apt,2,1,1,1,Real Bed, $80 ,1,0,4,10, $80 , $320 ," $3,200 ",N/A,N/A,5,92,9,10,10,10,10,9
160130,Roy,2010,7/7,7/7/10,7.02,1039519,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.37983516,4.892287983,Apartment,Entire home/apt,4,1,1,3,Real Bed, $150 ,2,40,2,18, $150 , $300 ," $5,400 ",within a day,1,9,98,10,10,10,10,10,10
164204,Julian,2010,7/12,7/12/10,7.01,38266,Centrum-West,Jordaan,Jordaan,NH,North Holland,1015,Netherlands,52.37465882,4.878832927,Apartment,Entire home/apt,3,1,1,2,Futon, $95 ,2,15,3,356, $95 , $285 ," $101,460 ",within a day,0.9,178,99,10,10,10,10,10,10
170371,Bob,2010,7/18,7/18/10,6.99,248461,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.36614982,4.890281816,Apartment,Entire home/apt,4,1,1,2,Real Bed, $89 ,2,18,2,376, $89 , $178 ," $66,928 ",within an hour,0.97,188,91,9,9,10,10,10,9
170371,Bob,2010,7/18,7/18/10,6.99,1055452,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 KR,Netherlands,52.36924782,4.871122633,Apartment,Entire home/apt,2,1,1,1,Real Bed, $125 ,1,0,2,60, $125 , $250 ," $15,000 ",within an hour,0.97,30,93,9,9,9,10,9,9
170462,Liedewij,2010,7/18,7/18/10,6.99,39688,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055,Netherlands,52.38018953,4.854581502,Apartment,Entire home/apt,4,1.5,2,2,Real Bed, $130 ,2,20,2,20, $130 , $260 ," $5,200 ",within a few hours,0.9,10,100,10,10,10,10,9,9
172464,Iris,2010,7/19,7/19/10,6.99,3717606,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1079,Netherlands,52.34218309,4.902777408,Apartment,Entire home/apt,4,1,2,2,Real Bed, $120 ,1,0,1,4, $120 , $120 , $480 ,N/A,N/A,2,80,9,6,8,8,8,6
178227,Tom & Anat,2010,7/23,7/23/10,6.98,41075,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055 ZT,Netherlands,52.38353198,4.855511391,Apartment,Entire home/apt,4,1,2,2,Real Bed, $67 ,2,15,2,62, $67 , $134 ," $8,308 ",within a few hours,1,31,93,10,8,9,9,8,9
178294,Minee,2010,7/23,7/23/10,6.98,3749010,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1086,Netherlands,52.36125772,4.978977679,House,Entire home/apt,4,1.5,2,4,Real Bed, $275 ,4,45,3,6, $275 , $825 ," $4,950 ",within an hour,1,3,90,10,10,10,9,9,8
178515,Fatih,2010,7/23,7/23/10,6.98,61777,Centrum-West,Jordaan,Jordaan,North Holland,North Holland,1015,Netherlands,52.38105624,4.885679794,Apartment,Entire home/apt,2,1,1,1,Real Bed, $76 ,1,0,4,116, $76 , $304 ," $35,264 ",within a day,1,58,92,9,9,9,10,10,9
179958,Karen,2010,7/25,7/25/10,6.97,1758862,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,NH,North Holland,1073CH,Netherlands,52.3552446,4.897286799,Apartment,Entire home/apt,4,1,2,6,Real Bed, $89 ,2,25,4,74, $89 , $356 ," $26,344 ",within a few hours,1,37,94,9,10,10,10,10,9
179958,Karen,2010,7/25,7/25/10,6.97,41321,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36249426,4.87266318,Apartment,Entire home/apt,2,1,1,2,Real Bed, $85 ,2,0,3,278, $85 , $255 ," $70,890 ",within a few hours,1,139,92,9,9,10,10,10,9
184354,Emiel,2010,7/29,7/29/10,6.96,42161,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,North Holland,1098,Netherlands,52.35687489,4.946206583,Apartment,Entire home/apt,2,1,1,2,Real Bed, $129 ,1,0,2,6, $129 , $258 ," $1,548 ",within a few hours,0.94,3,93,10,8,10,10,8,9
186729,Shawna,2010,7/31,7/31/10,6.96,82482,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37025973,4.880030195,Apartment,Private room,4,1,1,1,Real Bed, $85 ,2,15,1,594, $85 , $85 ," $50,490 ",within a day,1,297,89,9,8,9,9,10,9
187417,Bo And Cynthia,2010,8/1,8/1/10,6.95,42908,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078 GK,Netherlands,52.34733353,4.88943128,Apartment,Entire home/apt,2,1,1,2,Real Bed, $125 ,2,0,2,16, $125 , $250 ," $4,000 ",within a day,0.94,8,100,10,9,10,10,8,10
187580,Monique,2010,8/1,8/1/10,6.95,42970,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.3696163,4.888086949,Bed & Breakfast,Entire home/apt,2,1,1,1,Real Bed, $139 ,1,0,2,430, $139 , $278 ," $119,540 ",within an hour,1,215,97,10,10,10,10,10,9
187580,Monique,2010,8/1,8/1/10,6.95,253650,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 VS,Netherlands,52.36775166,4.889815058,Bed & Breakfast,Entire home/apt,2,1,1,1,Real Bed, $139 ,1,0,2,240, $139 , $278 ," $66,720 ",within an hour,1,120,97,10,10,10,10,10,9
187580,Monique,2010,8/1,8/1/10,6.95,568110,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.36786098,4.887054786,Apartment,Entire home/apt,2,1,1,1,Real Bed, $195 ,1,0,4,26, $195 , $780 ," $20,280 ",within an hour,1,13,94,9,10,9,10,10,9
187728,Tanya,2010,8/1,8/1/10,6.95,634772,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1015,Netherlands,52.38122515,4.883545849,House,Entire home/apt,4,1.5,1,1,Real Bed, $170 ,2,25,2,2, $170 , $340 , $680 ,within a few hours,0.95,1,100,10,10,10,10,10,10
187728,Tanya,2010,8/1,8/1/10,6.95,5505515,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1017 HH,Netherlands,52.36362147,4.892492851,Apartment,Entire home/apt,3,1,1,1,Real Bed, $130 ,2,50,4,0, $130 , $520 , $-   ,within a few hours,0.97,0,,,,,,,
187728,Tanya,2010,8/1,8/1/10,6.95,44129,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 JJ,Netherlands,52.38071123,4.886104318,Apartment,Entire home/apt,2,1.5,1,1,Real Bed, $200 ,2,0,1,272, $200 , $200 ," $54,400 ",within a few hours,0.95,136,98,10,10,10,10,10,9
187728,Tanya,2010,8/1,8/1/10,6.95,1129362,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 KE,Netherlands,52.37014237,4.894398592,Bed & Breakfast,Entire home/apt,2,1.5,1,1,Real Bed, $365 ,1,0,2,0, $365 , $730 , $-   ,within a few hours,0.95,0,,,,,,,
187728,Tanya,2010,8/1,8/1/10,6.95,5856059,Oud-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1091,Netherlands,52.35471197,4.907448704,Apartment,Entire home/apt,2,1.5,1,1,Real Bed, $140 ,1,100,1,0, $240 , $240 , $-   ,within a few hours,0.95,0,,,,,,,
187728,Tanya,2010,8/1,8/1/10,6.95,2517619,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017HH,Netherlands,52.36286316,4.89312871,Apartment,Entire home/apt,2,1.5,0,1,Pull-out Sofa, $120 ,1,0,3,34, $120 , $360 ," $12,240 ",within a few hours,0.95,17,96,10,10,10,10,10,9
187861,Lourent,2010,8/1,8/1/10,6.95,43054,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,North Holland,1098,Netherlands,52.34988724,4.935026784,Apartment,Private room,2,2,1,2,Real Bed, $74 ,1,0,1,60, $74 , $74 ," $4,440 ",within a few hours,0.92,30,84,9,8,9,10,9,9
191384,Pasquale,2010,8/4,8/4/10,6.94,4223753,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1083 GP,Netherlands,52.33167527,4.888567385,Apartment,Private room,2,1.5,1,2,Real Bed, $75 ,1,0,1,0, $75 , $75 , $-   ,within a few hours,1,0,,,,,,,
191384,Pasquale,2010,8/4,8/4/10,6.94,939349,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1083 GP,Netherlands,52.3327144,4.888826655,Apartment,Private room,2,1.5,1,1,Real Bed, $75 ,1,15,1,4, $90 , $90 , $360 ,within a few hours,1,2,90,9,9,9,9,9,9
191980,Koos And Sandra,2010,8/5,8/5/10,6.94,282108,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38166034,4.885651442,Boat,Entire home/apt,2,1,1,1,Real Bed, $129 ,1,0,3,152, $129 , $387 ," $58,824 ",within a few hours,1,76,100,10,10,10,10,10,10
193021,Hannah,2010,8/6,8/6/10,6.94,1491339,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 HM,Netherlands,52.38279036,4.868501202,Apartment,Entire home/apt,2,1,1,1,Real Bed, $120 ,2,0,3,6, $120 , $360 ," $2,160 ",N/A,N/A,3,93,9,10,9,9,9,9
193099,Wende,2010,8/6,8/6/10,6.94,685539,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35585266,4.907284219,Apartment,Entire home/apt,2,1,1,1,Real Bed, $275 ,1,0,3,0, $275 , $825 , $-   ,within a few hours,1,0,,,,,,,
193227,Emily,2010,8/6,8/6/10,6.94,2394430,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1015 XS,Netherlands,52.38011714,4.878806977,Boat,Entire home/apt,4,1,1,2,Real Bed, $200 ,1,0,5,8, $200 ," $1,000 "," $8,000 ",N/A,N/A,4,97,10,10,10,10,9,10
195126,Babette,2010,8/8,8/8/10,6.93,1913383,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36645461,4.895914227,Apartment,Entire home/apt,2,1,1,1,Real Bed, $185 ,1,0,1,8, $185 , $185 ," $1,480 ",within a day,0.76,4,90,10,9,10,10,10,8
195859,Gianni,2010,8/9,8/9/10,6.93,771758,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1062 GR,Netherlands,52.34832594,4.834530146,Bed & Breakfast,Private room,2,,1,1,Real Bed, $55 ,1,0,2,48, $55 , $110 ," $5,280 ",within an hour,0.97,24,84,8,10,9,9,8,8
197355,Pieter-Bas & Sophie,2010,8/10,8/10/10,6.93,44805,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1095 ER,Netherlands,52.36089543,4.94636722,Apartment,Private room,3,1,1,2,Real Bed, $85 ,2,38,3,206, $85 , $255 ," $52,530 ",within a few hours,0.9,103,90,9,8,9,9,8,9
198036,Rebeca,2010,8/11,8/11/10,6.93,5421998,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1013 BX,Netherlands,52.38761897,4.891701151,Apartment,Entire home/apt,3,1.5,2,2,Real Bed, $145 ,3,20,1,4, $145 , $145 , $580 ,within a few hours,0.9,2,90,10,9,10,10,9,9
199266,Anne,2010,8/12,8/12/10,6.92,45125,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011,Netherlands,52.37402563,4.903188547,Apartment,Entire home/apt,2,1,1,2,Real Bed, $135 ,1,0,3,114, $135 , $405 ," $46,170 ",within a day,1,57,98,10,10,10,10,10,9
200188,George,2010,8/13,8/13/10,6.92,45246,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1015 SV,Netherlands,52.3776764,4.876178649,Apartment,Entire home/apt,2,1,1,1,Real Bed, $140 ,2,20,3,124, $140 , $420 ," $52,080 ",within a few hours,0.86,62,92,9,9,10,10,10,9
201541,Floor,2010,8/14,8/14/10,6.92,5026987,Oud-Noord,Amsterdam,Amsterdam,Noord-Holland,North Holland,1023 AT,Netherlands,52.39189578,4.946460622,House,Entire home/apt,4,1,2,2,Real Bed, $99 ,2,40,2,0, $99 , $198 , $-   ,within an hour,1,0,,,,,,,
202005,Annemarie,2010,8/15,8/15/10,6.91,5150374,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1074 XA,Netherlands,52.3535154,4.90319303,Apartment,Entire home/apt,2,1,1,1,Real Bed, $90 ,1,0,1,8, $90 , $90 , $720 ,within a day,1,4,85,10,9,9,10,10,9
202748,Wouter,2010,8/16,8/16/10,6.91,45618,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38891827,4.886309184,Apartment,Entire home/apt,4,1,2,3,Real Bed, $105 ,2,15,4,146, $105 , $420 ," $61,320 ",within a day,1,73,95,9,9,10,10,9,9
203202,Sakshin;,2010,8/16,8/16/10,6.91,45704,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36928294,4.853327924,Bed & Breakfast,Private room,2,1,1,1,Real Bed, $67 ,2,25,3,286, $67 , $201 ," $57,486 ",within an hour,0.98,143,88,9,9,9,9,8,9
203202,Sakshin;,2010,8/16,8/16/10,6.91,983021,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.37018233,4.854696051,Apartment,Private room,2,1,1,1,Real Bed, $57 ,2,25,3,64, $57 , $171 ," $10,944 ",within an hour,0.98,32,85,9,9,9,9,8,8
203202,Sakshin;,2010,8/16,8/16/10,6.91,155050,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36967121,4.854431827,Bed & Breakfast,Private room,2,1,1,1,Airbed, $57 ,2,25,3,226, $57 , $171 ," $38,646 ",within an hour,0.98,113,88,9,9,9,9,8,9
229241,Dirk,2010,9/9,9/9/10,6.85,2079528,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37194896,4.863100523,Apartment,Entire home/apt,6,1,3,4,Real Bed, $175 ,4,50,2,36, $175 , $350 ," $12,600 ",within an hour,1,18,99,9,9,10,10,9,9
210082,Lisa,2010,8/23,8/23/10,6.89,4563750,Zuid,Amsterdam,Amsterdam,Noord-Holland,North Holland,1071,Netherlands,52.35265264,4.884013599,Apartment,Entire home/apt,4,1,1,1,Real Bed, $160 ,2,10,3,2, $160 , $480 , $960 ,within a day,0.64,1,100,10,10,10,10,10,10
211696,Ivar,2010,8/24,8/24/10,6.89,47061,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 LZ,Netherlands,52.3679861,4.874469332,Apartment,Entire home/apt,3,1,2,2,Real Bed, $100 ,2,25,5,216, $100 , $500 ," $108,000 ",within an hour,1,108,96,9,9,10,10,10,9
213960,Riek,2010,8/26,8/26/10,6.88,792104,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36256017,4.883353361,Apartment,Entire home/apt,8,1,1,8,Real Bed, $280 ,4,30,3,70, $280 , $840 ," $58,800 ",within an hour,1,35,89,8,9,10,10,10,9
213960,Riek,2010,8/26,8/26/10,6.88,47333,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 GB,Netherlands,52.36847076,4.892625116,Apartment,Entire home/apt,5,1,,3,Real Bed, $135 ,2,35,3,70, $135 , $405 ," $28,350 ",within an hour,1,35,89,9,9,10,10,10,9
213960,Riek,2010,8/26,8/26/10,6.88,65230,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 GB,Netherlands,52.36903004,4.89348239,Apartment,Entire home/apt,5,1,,5,Real Bed, $135 ,2,35,3,72, $135 , $405 ," $29,160 ",within an hour,1,36,89,8,8,9,10,10,8
215655,Chad,2010,8/28,8/28/10,6.88,5547017,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1012da,Netherlands,52.37361177,4.898569679,Apartment,Entire home/apt,2,1,1,1,Real Bed, $160 ,2,50,1,0, $160 , $160 , $-   ,within a few hours,1,0,,,,,,,
219080,Franklin,2010,8/31,8/31/10,6.87,48076,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.3786461,4.894416994,Apartment,Entire home/apt,6,2,3,5,Real Bed, $260 ,4,30,4,48, $260 ," $1,040 "," $49,920 ",within a day,0.83,24,97,9,9,10,10,10,9
219460,Jay,2010,9/1,9/1/10,6.87,48149,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35199984,4.898420116,Apartment,Entire home/apt,2,1,1,1,Real Bed, $107 ,2,23,2,210, $107 , $214 ," $44,940 ",within an hour,1,105,94,10,9,10,10,10,9
224275,Arnoud,2010,9/5,9/5/10,6.86,5595867,Noord-Oost,Amsterdam,Amsterdam,NH,North Holland,1024 BE,Netherlands,52.39890502,4.950883451,House,Private room,2,1,1,1,Real Bed, $55 ,2,10,2,0, $55 , $110 , $-   ,within an hour,1,0,,,,,,,
224516,Tom,2010,9/5,9/5/10,6.86,4630663,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,,Netherlands,52.36581533,4.882004392,Apartment,Entire home/apt,2,1,1,1,Real Bed, $199 ,1,0,3,0, $199 , $597 , $-   ,within an hour,1,0,,,,,,,
225987,Joanna & MP,2010,9/6,9/6/10,6.85,49552,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013 EE,Netherlands,52.37924624,4.890226934,Apartment,Entire home/apt,8,2,3,8,Real Bed, $300 ,6,40,1,306, $300 , $300 ," $91,800 ",within an hour,1,153,97,10,10,10,10,10,9
226808,Johnny & Caroline,2010,9/7,9/7/10,6.85,261902,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1092,Netherlands,52.35605073,4.919385692,Apartment,Entire home/apt,4,2,2,2,Real Bed, $140 ,2,20,5,42, $140 , $700 ," $29,400 ",within a day,1,21,97,9,10,10,10,9,10
227530,Klaas,2010,9/7,9/7/10,6.85,49790,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054 ZW,Netherlands,52.36266379,4.86103174,Boat,Entire home/apt,3,1,2,2,Real Bed, $199 ,2,40,2,140, $199 , $398 ," $55,720 ",within a few hours,1,70,99,10,10,10,10,10,10
227941,Sasha,2010,9/8,9/8/10,6.85,166520,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093,Netherlands,52.35966774,4.926502619,Apartment,Entire home/apt,4,1,1,1,Real Bed, $145 ,2,25,2,90, $145 , $290 ," $26,100 ",within an hour,0.96,45,97,10,9,10,10,9,10
229174,Sabine,2010,9/9,9/9/10,6.85,190527,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35285392,4.890675817,Apartment,Entire home/apt,2,1,1,1,Real Bed, $67 ,2,50,2,36, $67 , $134 ," $4,824 ",within a day,0.7,18,96,10,9,9,10,10,9
230246,Daan,2010,9/10,9/10/10,6.84,50263,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1018,Netherlands,52.37137385,4.93305021,Apartment,Entire home/apt,4,1.5,2,4,Real Bed, $165 ,2,35,2,222, $165 , $330 ," $73,260 ",within a day,0.7,111,98,10,10,10,10,9,10
231946,Raymond,2010,9/12,9/12/10,6.84,50523,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.36932043,4.882581591,Bed & Breakfast,Private room,2,1,1,2,Real Bed, $100 ,1,0,2,52, $100 , $200 ," $10,400 ",within an hour,1,26,98,10,10,10,10,10,10
232321,Evert,2010,9/12,9/12/10,6.84,734886,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055,Netherlands,52.37584455,4.847834073,Apartment,Entire home/apt,6,1,2,4,Real Bed, $99 ,2,30,3,0, $99 , $297 , $-   ,within an hour,0.96,0,,,,,,,
232321,Evert,2010,9/12,9/12/10,6.84,50570,Bos en Lommer,Amsterdam,Amsterdam,Amsterdam,North Holland,1055SC,Netherlands,52.37773744,4.848911991,Apartment,Entire home/apt,4,1,1,5,Real Bed, $79 ,2,30,3,154, $79 , $237 ," $36,498 ",within an hour,0.96,77,93,9,9,10,10,8,9
237840,Sjoerd,2010,9/17,9/17/10,6.82,51667,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36881804,4.868602042,Apartment,Entire home/apt,3,1,1,2,Real Bed, $105 ,2,45,5,152, $105 , $525 ," $79,800 ",within a few hours,1,76,96,10,10,10,10,10,9
237840,Sjoerd,2010,9/17,9/17/10,6.82,2899247,Watergraafsmeer,Amsterdam,Amsterdam,Noord-Holland,North Holland,1098 TJ,Netherlands,52.35014382,4.940797823,Apartment,Entire home/apt,2,1,1,1,Real Bed, $85 ,2,30,4,6, $85 , $340 ," $2,040 ",within a few hours,1,3,100,10,9,10,10,9,10
240194,Alexander,2010,9/20,9/20/10,6.82,1267968,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 VP,Netherlands,52.35569364,4.886963793,Apartment,Entire home/apt,7,1,3,4,Pull-out Sofa, $199 ,2,20,1,4, $199 , $199 , $796 ,within a few hours,0.97,2,,,,,,,
240194,Alexander,2010,9/20,9/20/10,6.82,97390,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35460169,4.886294797,Apartment,Entire home/apt,7,1,3,4,Pull-out Sofa, $189 ,2,20,1,42, $189 , $189 ," $7,938 ",within a few hours,0.97,21,84,7,9,9,9,9,8
240194,Alexander,2010,9/20,9/20/10,6.82,52038,Zuid,De Pijp,De Pijp,North Holland,North Holland,1072,Netherlands,52.35479546,4.88607129,Apartment,Entire home/apt,5,1,2,3,Pull-out Sofa, $140 ,2,20,2,10, $140 , $280 ," $2,800 ",within a few hours,1,5,86,8,9,9,9,10,8
240194,Alexander,2010,9/20,9/20/10,6.82,54237,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 VP,Netherlands,52.35462259,4.886924286,Apartment,Private room,3,1,1,2,Pull-out Sofa, $99 ,1,15,1,4, $114 , $114 , $456 ,within a few hours,0.97,2,90,9,10,10,10,10,9
240194,Alexander,2010,9/20,9/20/10,6.82,93807,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35456773,4.886409527,Apartment,Shared room,2,1,1,1,Pull-out Sofa, $69 ,1,10,2,4, $79 , $158 , $632 ,within a few hours,0.97,2,100,7,8,7,8,9,8
243018,Paul,2010,9/23,9/23/10,6.81,4445005,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 LP,Netherlands,52.37926667,4.880932261,Apartment,Entire home/apt,2,1,1,1,Real Bed, $100 ,1,0,2,14, $100 , $200 ," $2,800 ",within a few hours,1,7,100,10,10,10,10,10,10
244255,Amar,2010,9/24,9/24/10,6.80,52833,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 GL,Netherlands,52.39635179,4.865418481,Apartment,Entire home/apt,4,1,1,2,Futon, $74 ,2,17,1,172, $74 , $74 ," $12,728 ",within an hour,1,86,82,7,8,9,9,9,8
246338,Paul,2010,9/27,9/27/10,6.80,193088,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38880471,4.884462142,Apartment,Entire home/apt,5,1,2,4,Real Bed, $60 ,1,20,1,132, $80 , $80 ," $10,560 ",within a few hours,1,66,89,9,9,10,10,9,9
246493,Dotti,2010,9/27,9/27/10,6.80,53692,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35348316,4.900490172,Apartment,Private room,4,1,1,4,Real Bed, $72 ,2,20,2,168, $72 , $144 ," $24,192 ",within a few hours,0.98,84,90,9,9,9,9,9,9
246493,Dotti,2010,9/27,9/27/10,6.80,53067,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35339267,4.900637643,Apartment,Entire home/apt,2,1,1,2,Real Bed, $79 ,2,15,2,198, $79 , $158 ," $31,284 ",within a few hours,0.98,99,93,9,9,9,9,10,9
246493,Dotti,2010,9/27,9/27/10,6.80,53693,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35441393,4.900071016,House,Entire home/apt,2,1,1,1,Real Bed, $79 ,2,0,2,232, $79 , $158 ," $36,656 ",within a few hours,0.98,116,93,9,9,10,10,10,9
247625,Nicky,2010,9/28,9/28/10,6.79,53233,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1086 ZM,Netherlands,52.35846293,4.98254256,House,Entire home/apt,4,1,2,2,Real Bed, $160 ,2,45,2,6, $160 , $320 ," $1,920 ",a few days or more,0.42,3,100,10,9,10,10,9,10
247822,Georg,2010,9/28,9/28/10,6.79,53671,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013 NN,Netherlands,52.38905337,4.885588535,Apartment,Private room,2,1,1,1,Real Bed, $75 ,1,0,2,238, $75 , $150 ," $35,700 ",within an hour,1,119,93,9,9,10,10,9,9
249794,Marieke,2010,9/30,9/30/10,6.79,107195,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018,Netherlands,52.37007447,4.919603854,Apartment,Entire home/apt,4,1,1,2,Real Bed, $110 ,2,30,4,36, $110 , $440 ," $15,840 ",within a day,0.75,18,92,9,9,10,10,9,9
249835,Alexandra,2010,9/30,9/30/10,6.79,912209,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 HK,Netherlands,52.36983165,4.940509178,Apartment,Entire home/apt,4,1,1,2,Real Bed, $85 ,2,15,3,2, $85 , $255 , $510 ,within a day,0.65,1,80,8,10,8,8,6,8
